text,label
이번에 사고 싶은 게 너무 많아.,고민
가방은 크로스로 할까 백팩으로 할까?,고민
흰색 운동화 살지 검정색 살지 고민돼.,고민
향수를 플로럴로 할지 우디로 할지 모르겠어.,고민
이번 달에 노트북 살까 기다릴까?,고민
흰색 운동화 살지 검정색 살지 고민돼.,고민
패딩이랑 코트 중에 뭐가 나을까?,고민
이번에 사고 싶은 게 너무 많아.,고민
여행 갈까 옷 살까 고민 중이야.,고민
이번에 지갑 색 뭘로 하지?,고민
모니터 큰 걸로 살까 작은 걸로 살까?,고민
가방은 크로스로 할까 백팩으로 할까?,고민
이어폰 유선이 나을까 무선이 나을까?,고민
향수를 플로럴로 할지 우디로 할지 모르겠어.,고민
이번 달에 노트북 살까 기다릴까?,고민
이번에 지갑 색 뭘로 하지?,고민
패딩이랑 코트 중에 뭐가 나을까?,고민
이번에 사고 싶은 게 너무 많아.,고민
여행 갈까 옷 살까 고민 중이야.,고민
이번에 지갑 색 뭘로 하지?,고민
모니터 큰 걸로 살까 작은 걸로 살까?,고민
이어폰 유선이 나을까 무선이 나을까?,고민
향수를 플로럴로 할지 우디로 할지 모르겠어.,고민
이번 달에 노트북 살까 기다릴까?,고민
패딩이랑 코트 중에 뭐가 나을까?,고민
흰색 운동화 살지 검정색 살지 고민돼.,고민
아 마우스 무선으로 할지 유선으로 할지 고민됨,고민
가방은 크로스로 할까 백팩으로 할까?,고민
이번에 사고 싶은 게 너무 많아.,고민
여행 갈까 옷 살까 고민 중이야.,고민
이번에 지갑 색 뭘로 하지?,고민
모니터 큰 걸로 살까 작은 걸로 살까?,고민
가방은 크로스로 할까 백팩으로 할까?,고민
이어폰 유선이 나을까 무선이 나을까?,고민
향수를 플로럴로 할지 우디로 할지 모르겠어.,고민
이번 달에 노트북 살까 기다릴까?,고민
흰색 운동화 살지 검정색 살지 고민돼.,고민
패딩이랑 코트 중에 뭐가 나을까?,고민
이번에 사고 싶은 게 너무 많아.,고민
여행 갈까 옷 살까 고민 중이야.,고민
이번에 지갑 색 뭘로 하지?,고민
모니터 큰 걸로 살까 작은 걸로 살까?,고민
가방은 크로스로 할까 백팩으로 할까?,고민
이어폰 유선이 나을까 무선이 나을까?,고민
향수를 플로럴로 할지 우디로 할지 모르겠어.,고민
이번 달에 노트북 살까 기다릴까?,고민
흰색 운동화 살지 검정색 살지 고민돼.,고민
패딩이랑 코트 중에 뭐가 나을까?,고민
이어폰 유선이 나을까 무선이 나을까?,고민
패딩이랑 코트 중에 뭐가 나을까?,고민
모니터 큰 걸로 살까 작은 걸로 살까?,고민
흰색 운동화 살지 검정색 살지 고민돼.,고민
향수를 플로럴로 할지 우디로 할지 모르겠어.,고민
이어폰 유선이 나을까 무선이 나을까?,고민
향수를 플로럴로 할지 우디로 할지 모르겠어.,고민
이번 달에 노트북 살까 기다릴까?,고민
흰색 운동화 살지 검정색 살지 고민돼.,고민
패딩이랑 코트 중에 뭐가 나을까?,고민
이번에 사고 싶은 게 너무 많아.,고민
여행 갈까 옷 살까 고민 중이야.,고민
이번에 지갑 색 뭘로 하지?,고민
모니터 큰 걸로 살까 작은 걸로 살까?,고민
가방은 크로스로 할까 백팩으로 할까?,고민
이어폰 유선이 나을까 무선이 나을까?,고민
향수를 플로럴로 할지 우디로 할지 모르겠어.,고민
이번 달에 노트북 살까 기다릴까?,고민
흰색 운동화 살지 검정색 살지 고민돼.,고민
패딩이랑 코트 중에 뭐가 나을까?,고민
이번에 사고 싶은 게 너무 많아.,고민
여행 갈까 옷 살까 고민 중이야.,고민
이번에 지갑 색 뭘로 하지?,고민
모니터 큰 걸로 살까 작은 걸로 살까?,고민
가방은 크로스로 할까 백팩으로 할까?,고민
이어폰 유선이 나을까 무선이 나을까?,고민
이번 달에 노트북 살까 기다릴까?,고민
가방은 크로스로 할까 백팩으로 할까?,고민
모니터 큰 걸로 살까 작은 걸로 살까?,고민
이번에 지갑 색 뭘로 하지?,고민
아 마우스 무선으로 할지 유선으로 할지 고민됨,고민
가방 이번에 살까 말까 망설여짐;;,고민
운동복 반팔로 살까 긴팔로 살까~,고민
폰케이스뭘로살지모르겠음..,고민
폰 케이스 뭘로 살지 모르겠음;;,고민
냉장고 이번에 살까 기다릴까 ㄹㅇ,고민
스니커즈 모델 선택이 너무 어려움 ㅠㅠ,고민
겨울옷색상을블랙으로할까그레이로할까..,고민
운동복 반팔로 살까 긴팔로 살까~,고민
폰 케이스 뭘로 살지 모르겠음 ㅠㅠ,고민
겨울옷 색상을 블랙으로 할까 그레이로 할까~,고민
겨울옷색상을블랙으로할까그레이로할까..,고민
냉장고 이번에 살까 기다릴까 ㄹㅇ,고민
스니커즈 모델 선택이 너무 어려움~,고민
냉장고 이번에 살까 기다릴까~,고민
운동복 반팔로 살까 긴팔로 살까~,고민
책장을큰걸로할까작은걸로할까..,고민
겨울옷 색상을 블랙으로 할까 그레이로 할까;;,고민
책장을 큰걸로 할까 작은걸로 할까~,고민
이어폰 브랜드 뭐할지 ㄹㅇ 고민 ㄹㅇ,고민
폰 케이스 뭘로 살지 모르겠음~,고민
폰 케이스 뭘로 살지 모르겠음~,고민
이어폰 브랜드 뭐할지 ㄹㅇ 고민 ㅠㅠ,고민
책장을큰걸로할까작은걸로할까..,고민
겨울옷 색상을 블랙으로 할까 그레이로 할까,고민
이어폰 브랜드 뭐할지 ㄹㅇ 고민,고민
책장을 큰걸로 할까 작은걸로 할까,고민
운동복 반팔로 살까 긴팔로 살까,고민
냉장고 이번에 살까 기다릴까,고민
마우스 무선으로 할지 유선으로 할지 고민됨,고민
청바지 밝은색이 나을까 진한색이 나을까,고민
가방 이번에 살까 말까 망설여짐,고민
스니커즈 모델 선택이 너무 어려움,고민
이어폰 브랜드 뭐할지 ㄹㅇ 고민 ㄹㅇ,고민
이어폰 브랜드 뭐할지 ㄹㅇ 고민;;,고민
스니커즈모델선택이너무어려움..,고민
마우스무선으로할지유선으로할지고민됨..,고민
이어폰 브랜드 뭐할지 ㄹㅇ 고민 ㄹㅇ,고민
아 청바지 밝은색이 나을까 진한색이 나을까,고민
가방 이번에 살까 말까 망설여짐 ㅠㅠ,고민
이어폰브랜드뭐할지ㄹㅇ고민..,고민
가방 이번에 살까 말까 망설여짐 ㅋㅋ,고민
폰 케이스 뭘로 살지 모르겠음 ㄹㅇ,고민
운동복 반팔로 살까 긴팔로 살까 ㅋㅋ,고민
아 마우스 무선으로 할지 유선으로 할지 고민됨,고민
마우스 무선으로 할지 유선으로 할지 고민됨~,고민
아 냉장고 이번에 살까 기다릴까,고민
이어폰 브랜드 뭐할지 ㄹㅇ 고민 ㄹㅇ,고민
마우스 무선으로 할지 유선으로 할지 고민됨 ㅠㅠ,고민
아 운동복 반팔로 살까 긴팔로 살까,고민
냉장고 이번에 살까 기다릴까;;,고민
운동복 반팔로 살까 긴팔로 살까 ㄹㅇ,고민
겨울옷색상을블랙으로할까그레이로할까..,고민
냉장고이번에살까기다릴까..,고민
스니커즈 모델 선택이 너무 어려움 ㅋㅋ,고민
아 청바지 밝은색이 나을까 진한색이 나을까,고민
가방 이번에 살까 말까 망설여짐~,고민
책장을 큰걸로 할까 작은걸로 할까;;,고민
스니커즈 모델 선택이 너무 어려움~,고민
가방 이번에 살까 말까 망설여짐 ㄹㅇ,고민
겨울옷 색상을 블랙으로 할까 그레이로 할까 ㄹㅇ,고민
폰 케이스 뭘로 살지 모르겠음 ㅋㅋ,고민
마우스무선으로할지유선으로할지고민됨..,고민
운동복 반팔로 살까 긴팔로 살까 ㅠㅠ,고민
마우스 무선으로 할지 유선으로 할지 고민됨 ㅋㅋ,고민
아 겨울옷 색상을 블랙으로 할까 그레이로 할까,고민
마우스 무선으로 할지 유선으로 할지 고민됨~,고민
냉장고 이번에 살까 기다릴까 ㅠㅠ,고민
스니커즈 모델 선택이 너무 어려움~,고민
폰 케이스 뭘로 살지 모르겠음 ㅋㅋ,고민
아 책장을 큰걸로 할까 작은걸로 할까,고민
폰 케이스 뭘로 살지 모르겠음,고민
폰 케이스 뭘로 살지 모르겠음~,고민
책장을 큰걸로 할까 작은걸로 할까 ㄹㅇ,고민
가방 이번에 살까 말까 망설여짐;;,고민
이어폰 브랜드 뭐할지 ㄹㅇ 고민;;,고민
책장을 큰걸로 할까 작은걸로 할까 ㅋㅋ,고민
청바지 밝은색이 나을까 진한색이 나을까 ㅋㅋ,고민
책장을 큰걸로 할까 작은걸로 할까;;,고민
폰 케이스 뭘로 살지 모르겠음 ㅠㅠ,고민
마우스 무선으로 할지 유선으로 할지 고민됨;;,고민
청바지 밝은색이 나을까 진한색이 나을까;;,고민
폰케이스뭘로살지모르겠음..,고민
아 마우스 무선으로 할지 유선으로 할지 고민됨,고민
가방 이번에 살까 말까 망설여짐~,고민
운동복 반팔로 살까 긴팔로 살까 ㅠㅠ,고민
아 이어폰 브랜드 뭐할지 ㄹㅇ 고민,고민
가방 이번에 살까 말까 망설여짐~,고민
가방 이번에 살까 말까 망설여짐~,고민
폰 케이스 뭘로 살지 모르겠음 ㅋㅋ,고민
냉장고 이번에 살까 기다릴까 ㅠㅠ,고민
아 마우스 무선으로 할지 유선으로 할지 고민됨,고민
냉장고 이번에 살까 기다릴까 ㅋㅋ,고민
마우스 무선으로 할지 유선으로 할지 고민됨;;,고민
책장을큰걸로할까작은걸로할까..,고민
가방 이번에 살까 말까 망설여짐;;,고민
책장을 큰걸로 할까 작은걸로 할까 ㄹㅇ,고민
겨울옷색상을블랙으로할까그레이로할까..,고민
마우스 무선으로 할지 유선으로 할지 고민됨;;,고민
여행 갈까 옷 살까 고민 중이야.,고민
이번에 사고 싶은 게 너무 많아.,고민
귀걸이 안껴 불편해 ㅠㅠ,부정
자동차용 방향제 냄새 싫어;;,부정
게임기 전혀 흥미 없음~,부정
게임기전혀흥미없음..,부정
핸드폰 큰거 싫음 무겁다~,부정
귀걸이 안껴 불편해 ㄹㅇ,부정
귀걸이 안껴 불편해 ㄹㅇ,부정
스마트워치 차는 거 안좋아함~,부정
게임기 전혀 흥미 없음~,부정
브랜드 티셔츠 관심 없음 ㅠㅠ,부정
알람시계 필요없음 폰으로 함;;,부정
브랜드 티셔츠 관심 없음;;,부정
자동차용 방향제 냄새 싫어 ㅠㅠ,부정
자동차용 방향제 냄새 싫어 ㄹㅇ,부정
자동차용 방향제 냄새 싫어 ㄹㅇ,부정
냉동식품 잘 안먹음 ㄹㅇ,부정
핸드폰큰거싫음무겁다..,부정
핸드폰 큰거 싫음 무겁다 ㅋㅋ,부정
화이트 옷 관리 힘들어서 안입음~,부정
게임기 전혀 흥미 없음~,부정
게임기 전혀 흥미 없음~,부정
자동차용 방향제 냄새 싫어~,부정
핸드폰 큰거 싫음 무겁다,부정
게임기 전혀 흥미 없음 ㄹㅇ,부정
아 귀걸이 안껴 불편해,부정
핸드폰 큰거 싫음 무겁다;;,부정
게임기 전혀 흥미 없음~,부정
냉동식품 잘 안먹음 ㅠㅠ,부정
자동차용 방향제 냄새 싫어 ㅠㅠ,부정
화이트 옷 관리 힘들어서 안입음 ㅋㅋ,부정
게임기 전혀 흥미 없음 ㄹㅇ,부정
스마트워치 차는 거 안좋아함 ㄹㅇ,부정
핸드폰큰거싫음무겁다..,부정
아 자동차용 방향제 냄새 싫어,부정
아 핸드폰 큰거 싫음 무겁다,부정
스마트워치 차는 거 안좋아함 ㅋㅋ,부정
알람시계 필요없음 폰으로 함;;,부정
핸드폰 큰거 싫음 무겁다 ㄹㅇ,부정
핸드폰 큰거 싫음 무겁다~,부정
아 스마트워치 차는 거 안좋아함,부정
핸드폰 큰거 싫음 무겁다;;,부정
귀걸이안껴불편해..,부정
브랜드 티셔츠 관심 없음 ㅋㅋ,부정
게임기 전혀 흥미 없음 ㅠㅠ,부정
캔들 연기 싫어서 못씀~,부정
자동차용 방향제 냄새 싫어 ㅋㅋ,부정
냉동식품 잘 안먹음;;,부정
알람시계 필요없음 폰으로 함 ㄹㅇ,부정
알람시계필요없음폰으로함..,부정
아 귀걸이 안껴 불편해,부정
게임기 전혀 흥미 없음;;,부정
아 알람시계 필요없음 폰으로 함,부정
냉동식품 잘 안먹음 ㅠㅠ,부정
자동차용 방향제 냄새 싫어~,부정
핸드폰 큰거 싫음 무겁다~,부정
아 자동차용 방향제 냄새 싫어,부정
브랜드 티셔츠 관심 없음~,부정
화이트 옷 관리 힘들어서 안입음 ㅠㅠ,부정
캔들 연기 싫어서 못씀;;,부정
스마트워치차는거안좋아함..,부정
냉동식품 잘 안먹음,부정
게임기 전혀 흥미 없음,부정
캔들 연기 싫어서 못씀,부정
스마트워치 차는 거 안좋아함,부정
브랜드 티셔츠 관심 없음,부정
귀걸이 안껴 불편해,부정
자동차용 방향제 냄새 싫어,부정
화이트 옷 관리 힘들어서 안입음,부정
알람시계 필요없음 폰으로 함,부정
알람시계 필요없음 폰으로 함;;,부정
화이트옷관리힘들어서안입음..,부정
냉동식품 잘 안먹음;;,부정
자동차용 방향제 냄새 싫어 ㅋㅋ,부정
스마트워치 차는 거 안좋아함;;,부정
핸드폰큰거싫음무겁다..,부정
캔들연기싫어서못씀..,부정
스마트워치차는거안좋아함..,부정
핸드폰 큰거 싫음 무겁다 ㅠㅠ,부정
화이트 옷 관리 힘들어서 안입음;;,부정
알람시계 필요없음 폰으로 함;;,부정
화이트옷관리힘들어서안입음..,부정
귀걸이 안껴 불편해 ㅠㅠ,부정
핸드폰 큰거 싫음 무겁다;;,부정
화이트 옷 관리 힘들어서 안입음 ㅋㅋ,부정
귀걸이 안껴 불편해 ㄹㅇ,부정
알람시계 필요없음 폰으로 함 ㄹㅇ,부정
냉동식품 잘 안먹음~,부정
스마트워치 차는 거 안좋아함~,부정
스마트워치 차는 거 안좋아함 ㅋㅋ,부정
냉동식품 잘 안먹음~,부정
귀걸이 안껴 불편해 ㄹㅇ,부정
스마트워치 차는 거 안좋아함 ㅠㅠ,부정
알람시계 필요없음 폰으로 함;;,부정
아 브랜드 티셔츠 관심 없음,부정
게임기 전혀 흥미 없음;;,부정
스마트워치 차는 거 안좋아함~,부정
브랜드 티셔츠 관심 없음 ㅠㅠ,부정
캔들연기싫어서못씀..,부정
"큰 가방은 싫어, 무거워.",부정
나는 립스틱은 안 좋아해.,부정
난 가죽 제품은 안 써.,부정
인형 같은 건 필요 없어.,부정
"책은 종이책이 좋아, 전자책은 싫어.",부정
향초는 냄새가 너무 강해서 별로야.,부정
화려한 색깔 옷은 내 취향 아니야.,부정
시계 차는 거 불편해서 싫어.,부정
전동 킥보드는 위험해서 타기 싫어.,부정
무선 이어폰은 잘 잃어버려서 안 써.,부정
"큰 가방은 싫어, 무거워.",부정
나는 립스틱은 안 좋아해.,부정
난 가죽 제품은 안 써.,부정
인형 같은 건 필요 없어.,부정
"책은 종이책이 좋아, 전자책은 싫어.",부정
향초는 냄새가 너무 강해서 별로야.,부정
화려한 색깔 옷은 내 취향 아니야.,부정
시계 차는 거 불편해서 싫어.,부정
전동 킥보드는 위험해서 타기 싫어.,부정
무선 이어폰은 잘 잃어버려서 안 써.,부정
"큰 가방은 싫어, 무거워.",부정
무선 이어폰은 잘 잃어버려서 안 써.,부정
나는 립스틱은 안 좋아해.,부정
전동 킥보드는 위험해서 타기 싫어.,부정
화려한 색깔 옷은 내 취향 아니야.,부정
향초는 냄새가 너무 강해서 별로야.,부정
화려한 색깔 옷은 내 취향 아니야.,부정
시계 차는 거 불편해서 싫어.,부정
전동 킥보드는 위험해서 타기 싫어.,부정
무선 이어폰은 잘 잃어버려서 안 써.,부정
"큰 가방은 싫어, 무거워.",부정
나는 립스틱은 안 좋아해.,부정
난 가죽 제품은 안 써.,부정
인형 같은 건 필요 없어.,부정
"책은 종이책이 좋아, 전자책은 싫어.",부정
향초는 냄새가 너무 강해서 별로야.,부정
화려한 색깔 옷은 내 취향 아니야.,부정
시계 차는 거 불편해서 싫어.,부정
전동 킥보드는 위험해서 타기 싫어.,부정
무선 이어폰은 잘 잃어버려서 안 써.,부정
"큰 가방은 싫어, 무거워.",부정
나는 립스틱은 안 좋아해.,부정
난 가죽 제품은 안 써.,부정
인형 같은 건 필요 없어.,부정
"책은 종이책이 좋아, 전자책은 싫어.",부정
향초는 냄새가 너무 강해서 별로야.,부정
시계 차는 거 불편해서 싫어.,부정
난 가죽 제품은 안 써.,부정
인형 같은 건 필요 없어.,부정
"책은 종이책이 좋아, 전자책은 싫어.",부정
나는 립스틱은 안 좋아해.,부정
난 가죽 제품은 안 써.,부정
인형 같은 건 필요 없어.,부정
"책은 종이책이 좋아, 전자책은 싫어.",부정
향초는 냄새가 너무 강해서 별로야.,부정
화려한 색깔 옷은 내 취향 아니야.,부정
시계 차는 거 불편해서 싫어.,부정
전동 킥보드는 위험해서 타기 싫어.,부정
무선 이어폰은 잘 잃어버려서 안 써.,부정
"큰 가방은 싫어, 무거워.",부정
나는 립스틱은 안 좋아해.,부정
난 가죽 제품은 안 써.,부정
인형 같은 건 필요 없어.,부정
"책은 종이책이 좋아, 전자책은 싫어.",부정
향초는 냄새가 너무 강해서 별로야.,부정
화려한 색깔 옷은 내 취향 아니야.,부정
시계 차는 거 불편해서 싫어.,부정
전동 킥보드는 위험해서 타기 싫어.,부정
무선 이어폰은 잘 잃어버려서 안 써.,부정
"큰 가방은 싫어, 무거워.",부정
나는 립스틱은 안 좋아해.,부정
"큰 가방은 싫어, 무거워.",부정
무선 이어폰은 잘 잃어버려서 안 써.,부정
전동 킥보드는 위험해서 타기 싫어.,부정
시계 차는 거 불편해서 싫어.,부정
향초는 냄새가 너무 강해서 별로야.,부정
화려한 색깔 옷은 내 취향 아니야.,부정
시계 차는 거 불편해서 싫어.,부정
전동 킥보드는 위험해서 타기 싫어.,부정
무선 이어폰은 잘 잃어버려서 안 써.,부정
"큰 가방은 싫어, 무거워.",부정
나는 립스틱은 안 좋아해.,부정
난 가죽 제품은 안 써.,부정
인형 같은 건 필요 없어.,부정
"책은 종이책이 좋아, 전자책은 싫어.",부정
"책은 종이책이 좋아, 전자책은 싫어.",부정
향초는 냄새가 너무 강해서 별로야.,부정
시계 차는 거 불편해서 싫어.,부정
전동 킥보드는 위험해서 타기 싫어.,부정
무선 이어폰은 잘 잃어버려서 안 써.,부정
"큰 가방은 싫어, 무거워.",부정
나는 립스틱은 안 좋아해.,부정
난 가죽 제품은 안 써.,부정
인형 같은 건 필요 없어.,부정
"책은 종이책이 좋아, 전자책은 싫어.",부정
향초는 냄새가 너무 강해서 별로야.,부정
화려한 색깔 옷은 내 취향 아니야.,부정
화려한 색깔 옷은 내 취향 아니야.,부정
자동차용 방향제 냄새 싫어~,부정
인형 같은 건 필요 없어.,부정
난 가죽 제품은 안 써.,부정
냉동식품잘안먹음..,부정
아침에 알람 못듣고 지각함 ㄹㅇ,단순 언급
강아지 산책시킴 ㅠㅠ,단순 언급
오늘 피곤해서 낮잠 잠 ㅋㅋ,단순 언급
아 어제 밤새 드라마 봄,단순 언급
집앞에 카페 생겼더라;;,단순 언급
오늘 피곤해서 낮잠 잠;;,단순 언급
지하철완전붐볐음..,단순 언급
어제 밤새 드라마 봄~,단순 언급
어제 밤새 드라마 봄 ㄹㅇ,단순 언급
저녁에 산책 갔다옴 ㅋㅋ,단순 언급
아침에 알람 못듣고 지각함 ㅠㅠ,단순 언급
주말에 잠만 잤다~,단순 언급
아 택배 오늘 옴,단순 언급
지하철 완전 붐볐음 ㄹㅇ,단순 언급
아 집앞에 카페 생겼더라,단순 언급
주말에 잠만 잤다 ㄹㅇ,단순 언급
저녁에 산책 갔다옴~,단순 언급
집앞에 카페 생겼더라;;,단순 언급
강아지산책시킴..,단순 언급
아침에 알람 못듣고 지각함;;,단순 언급
오늘 점심 컵라면 먹음;;,단순 언급
강아지 산책시킴 ㅋㅋ,단순 언급
택배오늘옴..,단순 언급
아 택배 오늘 옴,단순 언급
지하철완전붐볐음..,단순 언급
아침에 알람 못듣고 지각함,단순 언급
지하철 완전 붐볐음,단순 언급
오늘 점심 컵라면 먹음,단순 언급
주말에 잠만 잤다,단순 언급
어제 밤새 드라마 봄,단순 언급
저녁에 산책 갔다옴,단순 언급
집앞에 카페 생겼더라,단순 언급
강아지 산책시킴,단순 언급
오늘 피곤해서 낮잠 잠,단순 언급
택배 오늘 옴,단순 언급
오늘 점심 컵라면 먹음;;,단순 언급
지하철 완전 붐볐음~,단순 언급
집앞에 카페 생겼더라 ㅋㅋ,단순 언급
저녁에산책갔다옴..,단순 언급
아 주말에 잠만 잤다,단순 언급
아 집앞에 카페 생겼더라,단순 언급
오늘점심컵라면먹음..,단순 언급
오늘피곤해서낮잠잠..,단순 언급
오늘점심컵라면먹음..,단순 언급
택배 오늘 옴~,단순 언급
택배 오늘 옴~,단순 언급
저녁에 산책 갔다옴 ㅋㅋ,단순 언급
오늘 피곤해서 낮잠 잠~,단순 언급
오늘 점심 컵라면 먹음 ㅋㅋ,단순 언급
저녁에 산책 갔다옴~,단순 언급
강아지 산책시킴 ㄹㅇ,단순 언급
지하철 완전 붐볐음 ㅋㅋ,단순 언급
지하철 완전 붐볐음 ㅋㅋ,단순 언급
오늘 점심 컵라면 먹음;;,단순 언급
오늘피곤해서낮잠잠..,단순 언급
택배 오늘 옴 ㅋㅋ,단순 언급
오늘 피곤해서 낮잠 잠 ㄹㅇ,단순 언급
아 저녁에 산책 갔다옴,단순 언급
저녁에 산책 갔다옴;;,단순 언급
저녁에 산책 갔다옴~,단순 언급
강아지산책시킴..,단순 언급
집앞에 카페 생겼더라;;,단순 언급
지하철 완전 붐볐음 ㅠㅠ,단순 언급
어제 밤새 드라마 봄 ㅠㅠ,단순 언급
아 오늘 피곤해서 낮잠 잠,단순 언급
택배 오늘 옴;;,단순 언급
강아지 산책시킴 ㄹㅇ,단순 언급
오늘 점심 컵라면 먹음 ㅠㅠ,단순 언급
저녁에 산책 갔다옴 ㅠㅠ,단순 언급
아 지하철 완전 붐볐음,단순 언급
택배 오늘 옴~,단순 언급
주말에 잠만 잤다~,단순 언급
어제 밤새 드라마 봄 ㄹㅇ,단순 언급
아침에 알람 못듣고 지각함~,단순 언급
택배 오늘 옴 ㄹㅇ,단순 언급
아 오늘 피곤해서 낮잠 잠,단순 언급
주말에 잠만 잤다 ㅠㅠ,단순 언급
지하철 완전 붐볐음 ㅋㅋ,단순 언급
오늘피곤해서낮잠잠..,단순 언급
아침에 알람 못듣고 지각함 ㅋㅋ,단순 언급
아침에 알람 못듣고 지각함 ㅋㅋ,단순 언급
강아지 산책시킴~,단순 언급
저녁에 산책 갔다옴;;,단순 언급
집앞에 카페 생겼더라 ㄹㅇ,단순 언급
아 어제 밤새 드라마 봄,단순 언급
아침에 알람 못듣고 지각함~,단순 언급
주말에 잠만 잤다~,단순 언급
집앞에 카페 생겼더라 ㄹㅇ,단순 언급
오늘 점심 컵라면 먹음;;,단순 언급
저녁에산책갔다옴..,단순 언급
어제 밤새 드라마 봄 ㅋㅋ,단순 언급
오늘피곤해서낮잠잠..,단순 언급
아 오늘 점심 컵라면 먹음,단순 언급
아 오늘 피곤해서 낮잠 잠,단순 언급
저녁에 산책 갔다옴 ㅋㅋ,단순 언급
집앞에 카페 생겼더라 ㄹㅇ,단순 언급
어제 밤새 드라마 봄;;,단순 언급
아침에알람못듣고지각함..,단순 언급
오늘은 유난히 졸리다.,단순 언급
이번 주에 회식 있어.,단순 언급
강아지가 너무 귀여워.,단순 언급
저녁에 치킨 시켜 먹었어.,단순 언급
이번 주에 회식 있어.,단순 언급
오늘은 유난히 졸리다.,단순 언급
오늘 날씨 엄청 맑다.,단순 언급
아침에 버스 놓쳤어.,단순 언급
점심에 김치찌개 먹었어.,단순 언급
어제 친구랑 카페 갔어.,단순 언급
주말에 영화 보고 왔어.,단순 언급
오늘 하루종일 비 왔네.,단순 언급
강아지가 너무 귀여워.,단순 언급
저녁에 치킨 시켜 먹었어.,단순 언급
이번 주에 회식 있어.,단순 언급
오늘은 유난히 졸리다.,단순 언급
오늘 날씨 엄청 맑다.,단순 언급
아침에 버스 놓쳤어.,단순 언급
점심에 김치찌개 먹었어.,단순 언급
어제 친구랑 카페 갔어.,단순 언급
주말에 영화 보고 왔어.,단순 언급
오늘 하루종일 비 왔네.,단순 언급
강아지가 너무 귀여워.,단순 언급
오늘 하루종일 비 왔네.,단순 언급
주말에 영화 보고 왔어.,단순 언급
어제 친구랑 카페 갔어.,단순 언급
점심에 김치찌개 먹었어.,단순 언급
오늘 날씨 엄청 맑다.,단순 언급
아침에 버스 놓쳤어.,단순 언급
점심에 김치찌개 먹었어.,단순 언급
어제 친구랑 카페 갔어.,단순 언급
주말에 영화 보고 왔어.,단순 언급
오늘 하루종일 비 왔네.,단순 언급
강아지가 너무 귀여워.,단순 언급
저녁에 치킨 시켜 먹었어.,단순 언급
이번 주에 회식 있어.,단순 언급
오늘은 유난히 졸리다.,단순 언급
저녁에 치킨 시켜 먹었어.,단순 언급
오늘 날씨 엄청 맑다.,단순 언급
점심에 김치찌개 먹었어.,단순 언급
어제 친구랑 카페 갔어.,단순 언급
주말에 영화 보고 왔어.,단순 언급
오늘 하루종일 비 왔네.,단순 언급
강아지가 너무 귀여워.,단순 언급
저녁에 치킨 시켜 먹었어.,단순 언급
이번 주에 회식 있어.,단순 언급
오늘은 유난히 졸리다.,단순 언급
오늘 날씨 엄청 맑다.,단순 언급
아침에 버스 놓쳤어.,단순 언급
아침에 버스 놓쳤어.,단순 언급
아 어제 밤새 드라마 봄,단순 언급
이번 주에 회식 있어.,단순 언급
오늘 날씨 엄청 맑다.,단순 언급
저녁에 치킨 시켜 먹었어.,단순 언급
이번 주에 회식 있어.,단순 언급
오늘은 유난히 졸리다.,단순 언급
오늘 날씨 엄청 맑다.,단순 언급
아침에 버스 놓쳤어.,단순 언급
점심에 김치찌개 먹었어.,단순 언급
어제 친구랑 카페 갔어.,단순 언급
주말에 영화 보고 왔어.,단순 언급
오늘 하루종일 비 왔네.,단순 언급
강아지가 너무 귀여워.,단순 언급
저녁에 치킨 시켜 먹었어.,단순 언급
이번 주에 회식 있어.,단순 언급
오늘은 유난히 졸리다.,단순 언급
오늘 날씨 엄청 맑다.,단순 언급
아침에 버스 놓쳤어.,단순 언급
점심에 김치찌개 먹었어.,단순 언급
어제 친구랑 카페 갔어.,단순 언급
주말에 영화 보고 왔어.,단순 언급
오늘 하루종일 비 왔네.,단순 언급
강아지가 너무 귀여워.,단순 언급
저녁에 치킨 시켜 먹었어.,단순 언급
강아지가 너무 귀여워.,단순 언급
오늘 하루종일 비 왔네.,단순 언급
주말에 영화 보고 왔어.,단순 언급
어제 친구랑 카페 갔어.,단순 언급
아침에 버스 놓쳤어.,단순 언급
점심에 김치찌개 먹었어.,단순 언급
어제 친구랑 카페 갔어.,단순 언급
주말에 영화 보고 왔어.,단순 언급
오늘 하루종일 비 왔네.,단순 언급
강아지가 너무 귀여워.,단순 언급
저녁에 치킨 시켜 먹었어.,단순 언급
이번 주에 회식 있어.,단순 언급
오늘은 유난히 졸리다.,단순 언급
오늘 날씨 엄청 맑다.,단순 언급
오늘은 유난히 졸리다.,단순 언급
아침에 버스 놓쳤어.,단순 언급
어제 친구랑 카페 갔어.,단순 언급
주말에 영화 보고 왔어.,단순 언급
오늘 하루종일 비 왔네.,단순 언급
강아지가 너무 귀여워.,단순 언급
저녁에 치킨 시켜 먹었어.,단순 언급
이번 주에 회식 있어.,단순 언급
오늘은 유난히 졸리다.,단순 언급
오늘 날씨 엄청 맑다.,단순 언급
아침에 버스 놓쳤어.,단순 언급
점심에 김치찌개 먹었어.,단순 언급
점심에 김치찌개 먹었어.,단순 언급
집앞에카페생겼더라..,단순 언급
